Using hybrid two-pass approach
APSC: Starting from 1860 to 198
Collapsed to 1282 vertices (cost: 65.2938)
Collapsed to 1281 vertices (cost: 11.9876)
Collapsed to 1280 vertices (cost: 47.4331)
Collapsed to 1279 vertices (cost: 9.02116)
Collapsed to 1278 vertices (cost: 65.951)
Collapsed to 1277 vertices (cost: 65.9587)
Collapsed to 1276 vertices (cost: 0.394531)
Collapsed to 1275 vertices (cost: 66.0394)
Collapsed to 1274 vertices (cost: 66.1732)
Collapsed to 1273 vertices (cost: 50.2752)
Collapsed to 1272 vertices (cost: 66.3319)
Collapsed to 1271 vertices (cost: 66.6994)
Collapsed to 1270 vertices (cost: 0.661991)
Collapsed to 1269 vertices (cost: 66.8261)
Collapsed to 1268 vertices (cost: 66.8595)
Collapsed to 1267 vertices (cost: 66.9661)
Collapsed to 1266 vertices (cost: 67.5515)
Collapsed to 1265 vertices (cost: 67.902)
Collapsed to 1264 vertices (cost: 68.1804)
Collapsed to 1263 vertices (cost: 68.2884)
Collapsed to 1262 vertices (cost: 0.0463383)
Collapsed to 1261 vertices (cost: 68.4879)
Collapsed to 1260 vertices (cost: 68.7341)
Collapsed to 1259 vertices (cost: 69.0477)
Collapsed to 1258 vertices (cost: 69.822)
Collapsed to 1257 vertices (cost: 70.4066)
Collapsed to 1256 vertices (cost: 70.9922)
Collapsed to 1255 vertices (cost: 71.0706)
Collapsed to 1254 vertices (cost: 71.4876)
Collapsed to 1253 vertices (cost: 69.9481)
Collapsed to 1252 vertices (cost: 71.612)
Collapsed to 1251 vertices (cost: 65.9509)
Collapsed to 1250 vertices (cost: 72.1017)
Collapsed to 1249 vertices (cost: 72.3549)
Collapsed to 1248 vertices (cost: 72.3619)
Collapsed to 1247 vertices (cost: 72.5541)
Collapsed to 1246 vertices (cost: 29.3451)
Collapsed to 1245 vertices (cost: 72.9114)
Collapsed to 1244 vertices (cost: 73.2227)
Collapsed to 1243 vertices (cost: 3.42662)
Collapsed to 1242 vertices (cost: 73.2242)
Collapsed to 1241 vertices (cost: 73.3215)
Collapsed to 1240 vertices (cost: 73.3258)
Collapsed to 1239 vertices (cost: 10.7644)
Collapsed to 1238 vertices (cost: 20.2434)
Collapsed to 1237 vertices (cost: 73.3871)
Collapsed to 1236 vertices (cost: 74.0271)
Collapsed to 1235 vertices (cost: 74.5329)
Collapsed to 1234 vertices (cost: 13.9759)
Collapsed to 1233 vertices (cost: 37.6416)
Collapsed to 1232 vertices (cost: 75.9606)
Collapsed to 1231 vertices (cost: 76.4797)
Collapsed to 1230 vertices (cost: 77.1092)
Collapsed to 1229 vertices (cost: 0.183427)
Collapsed to 1228 vertices (cost: 77.3721)
Collapsed to 1227 vertices (cost: 23.1665)
Collapsed to 1226 vertices (cost: 26.3471)
Collapsed to 1225 vertices (cost: 0.257744)
Collapsed to 1224 vertices (cost: 41.0591)
Collapsed to 1223 vertices (cost: 77.7733)
Collapsed to 1222 vertices (cost: 78.2118)
Collapsed to 1221 vertices (cost: 78.9514)
Collapsed to 1220 vertices (cost: 63.0475)
Collapsed to 1219 vertices (cost: 79.6868)
Collapsed to 1218 vertices (cost: 81.8266)
Collapsed to 1217 vertices (cost: 81.8428)
Collapsed to 1216 vertices (cost: 3.10087)
Collapsed to 1215 vertices (cost: 19.2789)
Collapsed to 1214 vertices (cost: 81.8631)
Collapsed to 1213 vertices (cost: 82.4767)
Collapsed to 1212 vertices (cost: 82.8076)
Collapsed to 1211 vertices (cost: 66.731)
Collapsed to 1210 vertices (cost: 51.6217)
Collapsed to 1209 vertices (cost: 83.285)
Collapsed to 1208 vertices (cost: 83.687)
Collapsed to 1207 vertices (cost: 84.0144)
Collapsed to 1206 vertices (cost: 64.5837)
Collapsed to 1205 vertices (cost: 52.4685)
Collapsed to 1204 vertices (cost: 84.1284)
Collapsed to 1203 vertices (cost: 84.6367)
Collapsed to 1202 vertices (cost: 84.9236)
Collapsed to 1201 vertices (cost: 75.0578)
Collapsed to 1200 vertices (cost: 85.2723)
Collapsed to 1199 vertices (cost: 85.2856)
Collapsed to 1198 vertices (cost: 85.988)
Collapsed to 1197 vertices (cost: 86.7467)
Collapsed to 1196 vertices (cost: 87.2202)
Collapsed to 1195 vertices (cost: 87.6284)
Collapsed to 1194 vertices (cost: 87.7248)
Collapsed to 1193 vertices (cost: 87.7629)
Collapsed to 1192 vertices (cost: 5.64033)
Collapsed to 1191 vertices (cost: 88.0731)
Collapsed to 1190 vertices (cost: 88.2833)
Collapsed to 1189 vertices (cost: 13.6886)
Collapsed to 1188 vertices (cost: 89.5215)
Collapsed to 1187 vertices (cost: 89.6222)
Collapsed to 1186 vertices (cost: 90.3628)
Collapsed to 1185 vertices (cost: 90.4896)
Collapsed to 1184 vertices (cost: 46.4645)
Collapsed to 1183 vertices (cost: 88.5747)
Collapsed to 1182 vertices (cost: 90.5095)
Collapsed to 1181 vertices (cost: 90.9249)
Collapsed to 1180 vertices (cost: 94.0258)
Collapsed to 1179 vertices (cost: 94.7496)
Collapsed to 1178 vertices (cost: 45.0123)
Collapsed to 1177 vertices (cost: 67.292)
Collapsed to 1176 vertices (cost: 94.7921)
Collapsed to 1175 vertices (cost: 95.0404)
Collapsed to 1174 vertices (cost: 95.3755)
Collapsed to 1173 vertices (cost: 95.4367)
Collapsed to 1172 vertices (cost: 95.5407)
Collapsed to 1171 vertices (cost: 80.2433)
Collapsed to 1170 vertices (cost: 95.6501)
Collapsed to 1169 vertices (cost: 96.2051)
Collapsed to 1168 vertices (cost: 96.8223)
Collapsed to 1167 vertices (cost: 97.6428)
Collapsed to 1166 vertices (cost: 98.0502)
Collapsed to 1165 vertices (cost: 98.2836)
Collapsed to 1164 vertices (cost: 85.5959)
Collapsed to 1163 vertices (cost: 99.0802)
Collapsed to 1162 vertices (cost: 99.4204)
Collapsed to 1161 vertices (cost: 100.334)
Collapsed to 1160 vertices (cost: 101.789)
Collapsed to 1159 vertices (cost: 101.813)
Collapsed to 1158 vertices (cost: 10.6576)
Collapsed to 1157 vertices (cost: 101.866)
Collapsed to 1156 vertices (cost: 101.995)
Collapsed to 1155 vertices (cost: 103.204)
Collapsed to 1154 vertices (cost: 55.1717)
Collapsed to 1153 vertices (cost: 105.968)
Collapsed to 1152 vertices (cost: 106.551)
Collapsed to 1151 vertices (cost: 106.723)
Collapsed to 1150 vertices (cost: 108.219)
Collapsed to 1149 vertices (cost: 108.38)
Collapsed to 1148 vertices (cost: 109.836)
Collapsed to 1147 vertices (cost: 89.7447)
Collapsed to 1146 vertices (cost: 110.221)
Collapsed to 1145 vertices (cost: 110.3)
Collapsed to 1144 vertices (cost: 111.058)
Collapsed to 1143 vertices (cost: 103.312)
Collapsed to 1142 vertices (cost: 111.793)
Collapsed to 1141 vertices (cost: 112.125)
Collapsed to 1140 vertices (cost: 112.808)
Collapsed to 1139 vertices (cost: 112.898)
Collapsed to 1138 vertices (cost: 113.684)
Collapsed to 1137 vertices (cost: 114.387)
Collapsed to 1136 vertices (cost: 115.49)
Collapsed to 1135 vertices (cost: 116.584)
Collapsed to 1134 vertices (cost: 117.109)
Collapsed to 1133 vertices (cost: 13.9662)
Collapsed to 1132 vertices (cost: 117.33)
Collapsed to 1131 vertices (cost: 117.336)
Collapsed to 1130 vertices (cost: 66.3514)
Collapsed to 1129 vertices (cost: 118.475)
Collapsed to 1128 vertices (cost: 118.583)
Collapsed to 1127 vertices (cost: 121.596)
Collapsed to 1126 vertices (cost: 49.5562)
Collapsed to 1125 vertices (cost: 122.977)
Collapsed to 1124 vertices (cost: 31.473)
Collapsed to 1123 vertices (cost: 35.9199)
Collapsed to 1122 vertices (cost: 122.978)
Collapsed to 1121 vertices (cost: 125.325)
Collapsed to 1120 vertices (cost: 126.588)
Collapsed to 1119 vertices (cost: 126.965)
Collapsed to 1118 vertices (cost: 127.31)
Collapsed to 1117 vertices (cost: 127.907)
Collapsed to 1116 vertices (cost: 127.985)
Collapsed to 1115 vertices (cost: 128.949)
Collapsed to 1114 vertices (cost: 129.077)
Collapsed to 1113 vertices (cost: 129.955)
Collapsed to 1112 vertices (cost: 130.136)
Collapsed to 1111 vertices (cost: 51.6174)
Collapsed to 1110 vertices (cost: 51.8049)
Collapsed to 1109 vertices (cost: 130.685)
Collapsed to 1108 vertices (cost: 131.169)
Collapsed to 1107 vertices (cost: 131.792)
Collapsed to 1106 vertices (cost: 25.4645)
Collapsed to 1105 vertices (cost: 133.075)
Collapsed to 1104 vertices (cost: 135.426)
Collapsed to 1103 vertices (cost: 135.594)
Collapsed to 1102 vertices (cost: 136.425)
Collapsed to 1101 vertices (cost: 137.124)
Collapsed to 1100 vertices (cost: 137.905)
Collapsed to 1099 vertices (cost: 138.63)
Collapsed to 1098 vertices (cost: 71.234)
Collapsed to 1097 vertices (cost: 140.002)
Collapsed to 1096 vertices (cost: 141.22)
Collapsed to 1095 vertices (cost: 141.271)
Collapsed to 1094 vertices (cost: 142.095)
Collapsed to 1093 vertices (cost: 142.193)
Collapsed to 1092 vertices (cost: 142.503)
Collapsed to 1091 vertices (cost: 143.486)
Collapsed to 1090 vertices (cost: 143.767)
Collapsed to 1089 vertices (cost: 143.77)
Collapsed to 1088 vertices (cost: 146.131)
Collapsed to 1087 vertices (cost: 146.178)
Collapsed to 1086 vertices (cost: 147.224)
Collapsed to 1085 vertices (cost: 149.442)
Collapsed to 1084 vertices (cost: 149.769)
Collapsed to 1083 vertices (cost: 65.7835)
Collapsed to 1082 vertices (cost: 150.428)
Collapsed to 1081 vertices (cost: 151.312)
Collapsed to 1080 vertices (cost: 152.058)
Collapsed to 1079 vertices (cost: 152.8)
Collapsed to 1078 vertices (cost: 153.206)
Collapsed to 1077 vertices (cost: 73.8188)
Collapsed to 1076 vertices (cost: 139.048)
Collapsed to 1075 vertices (cost: 153.762)
Collapsed to 1074 vertices (cost: 153.878)
Collapsed to 1073 vertices (cost: 76.3179)
Collapsed to 1072 vertices (cost: 153.959)
Collapsed to 1071 vertices (cost: 154.28)
Collapsed to 1070 vertices (cost: 154.639)
Collapsed to 1069 vertices (cost: 154.853)
Collapsed to 1068 vertices (cost: 53.8919)
Collapsed to 1067 vertices (cost: 154.927)
Collapsed to 1066 vertices (cost: 155.958)
Collapsed to 1065 vertices (cost: 156.257)
Collapsed to 1064 vertices (cost: 156.647)
Collapsed to 1063 vertices (cost: 157.434)
Collapsed to 1062 vertices (cost: 158.287)
Collapsed to 1061 vertices (cost: 1.48449)
Collapsed to 1060 vertices (cost: 158.74)
Collapsed to 1059 vertices (cost: 10.4815)
Collapsed to 1058 vertices (cost: 160.354)
Collapsed to 1057 vertices (cost: 163.017)
Collapsed to 1056 vertices (cost: 75.762)
Collapsed to 1055 vertices (cost: 164.173)
Collapsed to 1054 vertices (cost: 165.811)
Collapsed to 1053 vertices (cost: 167.212)
Collapsed to 1052 vertices (cost: 169.901)
Collapsed to 1051 vertices (cost: 170.265)
Collapsed to 1050 vertices (cost: 170.507)
Collapsed to 1049 vertices (cost: 113.828)
Collapsed to 1048 vertices (cost: 37.6047)
Collapsed to 1047 vertices (cost: 43.3733)
Collapsed to 1046 vertices (cost: 172.43)
Collapsed to 1045 vertices (cost: 175.167)
Collapsed to 1044 vertices (cost: 175.502)
Collapsed to 1043 vertices (cost: 179.028)
Collapsed to 1042 vertices (cost: 179.329)
Collapsed to 1041 vertices (cost: 180.34)
Collapsed to 1040 vertices (cost: 152.177)
Collapsed to 1039 vertices (cost: 182.049)
Collapsed to 1038 vertices (cost: 37.3824)
Collapsed to 1037 vertices (cost: 55.0372)
Collapsed to 1036 vertices (cost: 121.024)
Collapsed to 1035 vertices (cost: 183.191)
Collapsed to 1034 vertices (cost: 179.577)
Collapsed to 1033 vertices (cost: 183.617)
Collapsed to 1032 vertices (cost: 183.982)
Collapsed to 1031 vertices (cost: 186.616)
Collapsed to 1030 vertices (cost: 186.646)
Collapsed to 1029 vertices (cost: 187.649)
Collapsed to 1028 vertices (cost: 187.679)
Collapsed to 1027 vertices (cost: 188.448)
Collapsed to 1026 vertices (cost: 25.2511)
Collapsed to 1025 vertices (cost: 188.622)
Collapsed to 1024 vertices (cost: 195.278)
Collapsed to 1023 vertices (cost: 196.279)
Collapsed to 1022 vertices (cost: 196.92)
Collapsed to 1021 vertices (cost: 199.566)
Collapsed to 1020 vertices (cost: 201.326)
Collapsed to 1019 vertices (cost: 201.53)
Collapsed to 1018 vertices (cost: 202.069)
Collapsed to 1017 vertices (cost: 202.844)
Collapsed to 1016 vertices (cost: 202.844)
Collapsed to 1015 vertices (cost: 204.408)
Collapsed to 1014 vertices (cost: 205.908)
Collapsed to 1013 vertices (cost: 206.305)
Collapsed to 1012 vertices (cost: 207.81)
Collapsed to 1011 vertices (cost: 208.43)
Collapsed to 1010 vertices (cost: 208.718)
Collapsed to 1009 vertices (cost: 209.194)
Collapsed to 1008 vertices (cost: 212.207)
Collapsed to 1007 vertices (cost: 214.027)
Collapsed to 1006 vertices (cost: 214.204)
Collapsed to 1005 vertices (cost: 214.656)
Collapsed to 1004 vertices (cost: 215.366)
Collapsed to 1003 vertices (cost: 217.23)
Collapsed to 1002 vertices (cost: 160.025)
Collapsed to 1001 vertices (cost: 223.422)
Collapsed to 1000 vertices (cost: 200.029)
Collapsed to 999 vertices (cost: 220.112)
Collapsed to 998 vertices (cost: 223.498)
Collapsed to 997 vertices (cost: 223.791)
Collapsed to 996 vertices (cost: 111.88)
Collapsed to 995 vertices (cost: 227.064)
Collapsed to 994 vertices (cost: 227.588)
Collapsed to 993 vertices (cost: 228.833)
Collapsed to 992 vertices (cost: 229.303)
Collapsed to 991 vertices (cost: 218.864)
Collapsed to 990 vertices (cost: 232.553)
Collapsed to 989 vertices (cost: 235.903)
Collapsed to 988 vertices (cost: 242.032)
Collapsed to 987 vertices (cost: 243.879)
Collapsed to 986 vertices (cost: 245.453)
Collapsed to 985 vertices (cost: 6.53582)
Collapsed to 984 vertices (cost: 247.414)
Collapsed to 983 vertices (cost: 248.535)
Collapsed to 982 vertices (cost: 250.576)
Collapsed to 981 vertices (cost: 251.129)
Collapsed to 980 vertices (cost: 255.972)
Collapsed to 979 vertices (cost: 258.988)
Collapsed to 978 vertices (cost: 259.157)
Collapsed to 977 vertices (cost: 259.41)
Collapsed to 976 vertices (cost: 262.804)
Collapsed to 975 vertices (cost: 97.3357)
Collapsed to 974 vertices (cost: 269.225)
Collapsed to 973 vertices (cost: 269.722)
Collapsed to 972 vertices (cost: 274.303)
Collapsed to 971 vertices (cost: 275.545)
Collapsed to 970 vertices (cost: 223.996)
Collapsed to 969 vertices (cost: 70.0368)
Collapsed to 968 vertices (cost: 277.809)
Collapsed to 967 vertices (cost: 280.895)
Collapsed to 966 vertices (cost: 281.217)
Collapsed to 965 vertices (cost: 282.257)
Collapsed to 964 vertices (cost: 151.824)
Collapsed to 963 vertices (cost: 282.509)
Collapsed to 962 vertices (cost: 285.08)
Collapsed to 961 vertices (cost: 288.996)
Collapsed to 960 vertices (cost: 290.936)
Collapsed to 959 vertices (cost: 292.479)
Collapsed to 958 vertices (cost: 296.641)
Collapsed to 957 vertices (cost: 297.865)
Collapsed to 956 vertices (cost: 249.942)
Collapsed to 955 vertices (cost: 297.895)
Collapsed to 954 vertices (cost: 18.3131)
Collapsed to 953 vertices (cost: 298.52)
Collapsed to 952 vertices (cost: 300.063)
Collapsed to 951 vertices (cost: 301.502)
Collapsed to 950 vertices (cost: 302.344)
Collapsed to 949 vertices (cost: 302.526)
Collapsed to 948 vertices (cost: 304.171)
Collapsed to 947 vertices (cost: 0.0760804)
Collapsed to 946 vertices (cost: 308.132)
Collapsed to 945 vertices (cost: 309.709)
Collapsed to 944 vertices (cost: 247.611)
Collapsed to 943 vertices (cost: 309.86)
Collapsed to 942 vertices (cost: 309.868)
Collapsed to 941 vertices (cost: 23.087)
Collapsed to 940 vertices (cost: 310.711)
Collapsed to 939 vertices (cost: 311.129)
Collapsed to 938 vertices (cost: 311.242)
Collapsed to 937 vertices (cost: 312.421)
Collapsed to 936 vertices (cost: 152.17)
Collapsed to 935 vertices (cost: 313.091)
Collapsed to 934 vertices (cost: 315.413)
Collapsed to 933 vertices (cost: 315.698)
Collapsed to 932 vertices (cost: 223.75)
Collapsed to 931 vertices (cost: 316.782)
Collapsed to 930 vertices (cost: 203.331)
Collapsed to 929 vertices (cost: 320.237)
Collapsed to 928 vertices (cost: 320.705)
Collapsed to 927 vertices (cost: 321.793)
Collapsed to 926 vertices (cost: 3.00761)
Collapsed to 925 vertices (cost: 321.651)
Collapsed to 924 vertices (cost: 323.739)
Collapsed to 923 vertices (cost: 324.954)
Collapsed to 922 vertices (cost: 326.54)
Collapsed to 921 vertices (cost: 326.588)
Collapsed to 920 vertices (cost: 328.293)
Collapsed to 919 vertices (cost: 329.873)
Collapsed to 918 vertices (cost: 330.727)
Collapsed to 917 vertices (cost: 331.96)
Collapsed to 916 vertices (cost: 342.463)
Collapsed to 915 vertices (cost: 344.582)
Collapsed to 914 vertices (cost: 348.147)
Collapsed to 913 vertices (cost: 115.616)
Collapsed to 912 vertices (cost: 350.02)
Collapsed to 911 vertices (cost: 318.952)
Collapsed to 910 vertices (cost: 350.537)
Collapsed to 909 vertices (cost: 352.333)
Collapsed to 908 vertices (cost: 358.968)
Collapsed to 907 vertices (cost: 291.566)
Collapsed to 906 vertices (cost: 27.6387)
Collapsed to 905 vertices (cost: 136.752)
Collapsed to 904 vertices (cost: 359.415)
Collapsed to 903 vertices (cost: 366.353)
Collapsed to 902 vertices (cost: 367.196)
Collapsed to 901 vertices (cost: 371.299)
Collapsed to 900 vertices (cost: 188.885)
Collapsed to 899 vertices (cost: 67.0195)
Collapsed to 898 vertices (cost: 371.553)
Collapsed to 897 vertices (cost: 2.39189)
Collapsed to 896 vertices (cost: 373.145)
Collapsed to 895 vertices (cost: 260.433)
Collapsed to 894 vertices (cost: 373.924)
Collapsed to 893 vertices (cost: 356.749)
Collapsed to 892 vertices (cost: 374.229)
Collapsed to 891 vertices (cost: 129.07)
Collapsed to 890 vertices (cost: 375.657)
Collapsed to 889 vertices (cost: 384.665)
Collapsed to 888 vertices (cost: 257.556)
Collapsed to 887 vertices (cost: 386.105)
Collapsed to 886 vertices (cost: 386.191)
Collapsed to 885 vertices (cost: 2.50456)
Collapsed to 884 vertices (cost: 386.98)
Collapsed to 883 vertices (cost: 388.725)
Collapsed to 882 vertices (cost: 392.267)
Collapsed to 881 vertices (cost: 398.729)
Collapsed to 880 vertices (cost: 398.873)
Collapsed to 879 vertices (cost: 335.381)
Collapsed to 878 vertices (cost: 400.439)
Collapsed to 877 vertices (cost: 309.24)
Collapsed to 876 vertices (cost: 406.92)
Collapsed to 875 vertices (cost: 407.417)
Collapsed to 874 vertices (cost: 415.467)
Collapsed to 873 vertices (cost: 422.576)
Collapsed to 872 vertices (cost: 422.877)
Collapsed to 871 vertices (cost: 423.183)
Collapsed to 870 vertices (cost: 307.295)
Collapsed to 869 vertices (cost: 423.242)
Collapsed to 868 vertices (cost: 424.317)
Collapsed to 867 vertices (cost: 430.028)
Collapsed to 866 vertices (cost: 432.577)
Collapsed to 865 vertices (cost: 436.788)
Collapsed to 864 vertices (cost: 442.483)
Collapsed to 863 vertices (cost: 60.7824)
Collapsed to 862 vertices (cost: 445.822)
Collapsed to 861 vertices (cost: 446.742)
Collapsed to 860 vertices (cost: 447.129)
Collapsed to 859 vertices (cost: 452.237)
Collapsed to 858 vertices (cost: 453.885)
Collapsed to 857 vertices (cost: 435.4)
Collapsed to 856 vertices (cost: 456.857)
Collapsed to 855 vertices (cost: 459.337)
Collapsed to 854 vertices (cost: 467.978)
Collapsed to 853 vertices (cost: 474.456)
Collapsed to 852 vertices (cost: 476.742)
Collapsed to 851 vertices (cost: 97.9604)
Collapsed to 850 vertices (cost: 479.611)
Collapsed to 849 vertices (cost: 480.118)
Collapsed to 848 vertices (cost: 335.33)
Collapsed to 847 vertices (cost: 481.554)
Collapsed to 846 vertices (cost: 483.817)
Collapsed to 845 vertices (cost: 490.428)
Collapsed to 844 vertices (cost: 194.334)
Collapsed to 843 vertices (cost: 493.089)
Collapsed to 842 vertices (cost: 499.588)
Collapsed to 841 vertices (cost: 463.752)
Collapsed to 840 vertices (cost: 500.669)
Collapsed to 839 vertices (cost: 504.984)
Collapsed to 838 vertices (cost: 505.978)
Collapsed to 837 vertices (cost: 509.144)
Collapsed to 836 vertices (cost: 506.245)
Collapsed to 835 vertices (cost: 514.819)
Collapsed to 834 vertices (cost: 516.044)
Collapsed to 833 vertices (cost: 520.846)
Collapsed to 832 vertices (cost: 528.639)
Collapsed to 831 vertices (cost: 530.402)
Collapsed to 830 vertices (cost: 533.974)
Collapsed to 829 vertices (cost: 548.922)
Collapsed to 828 vertices (cost: 188.954)
Collapsed to 827 vertices (cost: 552.614)
Collapsed to 826 vertices (cost: 555.583)
Collapsed to 825 vertices (cost: 564.847)
Collapsed to 824 vertices (cost: 565.86)
Collapsed to 823 vertices (cost: 570.127)
Collapsed to 822 vertices (cost: 577.109)
Collapsed to 821 vertices (cost: 563.173)
Collapsed to 820 vertices (cost: 368.359)
Collapsed to 819 vertices (cost: 586.254)
Collapsed to 818 vertices (cost: 594.837)
Collapsed to 817 vertices (cost: 605.908)
Collapsed to 816 vertices (cost: 618.371)
Collapsed to 815 vertices (cost: 623)
Collapsed to 814 vertices (cost: 628.491)
Collapsed to 813 vertices (cost: 629.557)
Collapsed to 812 vertices (cost: 631.109)
Collapsed to 811 vertices (cost: 634.211)
Collapsed to 810 vertices (cost: 635.615)
Collapsed to 809 vertices (cost: 640.92)
Collapsed to 808 vertices (cost: 641.275)
Collapsed to 807 vertices (cost: 643.642)
Collapsed to 806 vertices (cost: 643.646)
Collapsed to 805 vertices (cost: 645.687)
Collapsed to 804 vertices (cost: 648.826)
Collapsed to 803 vertices (cost: 649.586)
Collapsed to 802 vertices (cost: 231.922)
Collapsed to 801 vertices (cost: 650.03)
Collapsed to 800 vertices (cost: 656.234)
Collapsed to 799 vertices (cost: 663.41)
Collapsed to 798 vertices (cost: 664.19)
Collapsed to 797 vertices (cost: 667.926)
Collapsed to 796 vertices (cost: 670.896)
Collapsed to 795 vertices (cost: 436.91)
Collapsed to 794 vertices (cost: 675.33)
Collapsed to 793 vertices (cost: 677.746)
Collapsed to 792 vertices (cost: 680.208)
Collapsed to 791 vertices (cost: 681.723)
Collapsed to 790 vertices (cost: 687.421)
Collapsed to 789 vertices (cost: 320.545)
Collapsed to 788 vertices (cost: 359.619)
Collapsed to 787 vertices (cost: 420.121)
Collapsed to 786 vertices (cost: 611.5)
Collapsed to 785 vertices (cost: 690.583)
Collapsed to 784 vertices (cost: 693.832)
Collapsed to 783 vertices (cost: 694.223)
Collapsed to 782 vertices (cost: 701.465)
Collapsed to 781 vertices (cost: 703.055)
Collapsed to 780 vertices (cost: 709.996)
Collapsed to 779 vertices (cost: 731.117)
Collapsed to 778 vertices (cost: 731.437)
Collapsed to 777 vertices (cost: 501.952)
Collapsed to 776 vertices (cost: 308.191)
Collapsed to 775 vertices (cost: 736.452)
Collapsed to 774 vertices (cost: 502.551)
Collapsed to 773 vertices (cost: 746.868)
Collapsed to 772 vertices (cost: 751.462)
Collapsed to 771 vertices (cost: 755.861)
Collapsed to 770 vertices (cost: 768.785)
Collapsed to 769 vertices (cost: 777.236)
Collapsed to 768 vertices (cost: 0.0263734)
Collapsed to 767 vertices (cost: 786.828)
Collapsed to 766 vertices (cost: 792.662)
Collapsed to 765 vertices (cost: 792.822)
Collapsed to 764 vertices (cost: 674.594)
Collapsed to 763 vertices (cost: 794.876)
Collapsed to 762 vertices (cost: 796.338)
Collapsed to 761 vertices (cost: 578.319)
Collapsed to 760 vertices (cost: 813.175)
Collapsed to 759 vertices (cost: 823.715)
Collapsed to 758 vertices (cost: 826.204)
Collapsed to 757 vertices (cost: 40.664)
Collapsed to 756 vertices (cost: 829.164)
Collapsed to 755 vertices (cost: 833.339)
Collapsed to 754 vertices (cost: 9.41161e-05)
Collapsed to 753 vertices (cost: 834.42)
Collapsed to 752 vertices (cost: 860.569)
Collapsed to 751 vertices (cost: 890.092)
Collapsed to 750 vertices (cost: 898.016)
Collapsed to 749 vertices (cost: 16.2733)
Collapsed to 748 vertices (cost: 900.186)
Collapsed to 747 vertices (cost: 907.148)
Collapsed to 746 vertices (cost: 859.628)
Collapsed to 745 vertices (cost: 929.992)
Collapsed to 744 vertices (cost: 933.559)
Collapsed to 743 vertices (cost: 494.254)
Collapsed to 742 vertices (cost: 943.462)
Collapsed to 741 vertices (cost: 953.229)
Collapsed to 740 vertices (cost: 30.9274)
Collapsed to 739 vertices (cost: 958.505)
Collapsed to 738 vertices (cost: 958.52)
Collapsed to 737 vertices (cost: 963.992)
Collapsed to 736 vertices (cost: 990.412)
Collapsed to 735 vertices (cost: 866.825)
Collapsed to 734 vertices (cost: 1.78158)
Collapsed to 733 vertices (cost: 993.541)
Collapsed to 732 vertices (cost: 996.089)
Collapsed to 731 vertices (cost: 1013.82)
Collapsed to 730 vertices (cost: 1029.94)
Collapsed to 729 vertices (cost: 861.722)
Collapsed to 728 vertices (cost: 1042.33)
Collapsed to 727 vertices (cost: 1085.22)
Collapsed to 726 vertices (cost: 1087.94)
Collapsed to 725 vertices (cost: 2.398)
Collapsed to 724 vertices (cost: 1090.45)
Collapsed to 723 vertices (cost: 779.511)
Collapsed to 722 vertices (cost: 1101.49)
Collapsed to 721 vertices (cost: 1116.25)
Collapsed to 720 vertices (cost: 1120.06)
Collapsed to 719 vertices (cost: 1123.17)
Collapsed to 718 vertices (cost: 1149.63)
Collapsed to 717 vertices (cost: 1151.74)
Collapsed to 716 vertices (cost: 964.145)
Collapsed to 715 vertices (cost: 1161.52)
Collapsed to 714 vertices (cost: 1165.67)
Collapsed to 713 vertices (cost: 1171.99)
Collapsed to 712 vertices (cost: 1189.87)
Collapsed to 711 vertices (cost: 1203.58)
Collapsed to 710 vertices (cost: 867.232)
Collapsed to 709 vertices (cost: 203.332)
Collapsed to 708 vertices (cost: 1208.03)
Collapsed to 707 vertices (cost: 1169.23)
Collapsed to 706 vertices (cost: 1233.32)
Collapsed to 705 vertices (cost: 1246.49)
Collapsed to 704 vertices (cost: 1145.62)
Collapsed to 703 vertices (cost: 1247.08)
Collapsed to 702 vertices (cost: 1253.71)
Collapsed to 701 vertices (cost: 6.25047)
Collapsed to 700 vertices (cost: 1275.89)
Collapsed to 699 vertices (cost: 202.21)
Collapsed to 698 vertices (cost: 1283.33)
Collapsed to 697 vertices (cost: 1283.55)
Collapsed to 696 vertices (cost: 1285.84)
Collapsed to 695 vertices (cost: 1291.66)
Collapsed to 694 vertices (cost: 1296.36)
Collapsed to 693 vertices (cost: 1300.2)
Collapsed to 692 vertices (cost: 1305.77)
Collapsed to 691 vertices (cost: 1306.73)
Collapsed to 690 vertices (cost: 1312.95)
Collapsed to 689 vertices (cost: 1313.08)
Collapsed to 688 vertices (cost: 1315.04)
Collapsed to 687 vertices (cost: 523.428)
Collapsed to 686 vertices (cost: 1319.53)
Collapsed to 685 vertices (cost: 1321.45)
Collapsed to 684 vertices (cost: 1333.69)
Collapsed to 683 vertices (cost: 1335.59)
Collapsed to 682 vertices (cost: 1344.11)
Collapsed to 681 vertices (cost: 761.558)
Collapsed to 680 vertices (cost: 1142.62)
Collapsed to 679 vertices (cost: 319.786)
Collapsed to 678 vertices (cost: 1345.08)
Collapsed to 677 vertices (cost: 1345.58)
Collapsed to 676 vertices (cost: 1352.73)
Collapsed to 675 vertices (cost: 1050.63)
Collapsed to 674 vertices (cost: 1354.15)
Collapsed to 673 vertices (cost: 1360.37)
Collapsed to 672 vertices (cost: 1236.76)
Collapsed to 671 vertices (cost: 1113.09)
