Using hybrid two-pass approach
APSC: Starting from 2000 to 198
Collapsed to 1402 vertices (cost: 200)
Collapsed to 1401 vertices (cost: 14.2857)
Collapsed to 1400 vertices (cost: 5.46154e-06)
Collapsed to 1399 vertices (cost: 6.23121e-06)
Collapsed to 1398 vertices (cost: 200)
Collapsed to 1397 vertices (cost: 200)
Collapsed to 1396 vertices (cost: 128.571)
Collapsed to 1395 vertices (cost: 9.93222e-05)
Collapsed to 1394 vertices (cost: 200)
Collapsed to 1393 vertices (cost: 119.048)
Collapsed to 1392 vertices (cost: 9.02576e-05)
Collapsed to 1391 vertices (cost: 1.93168e-05)
Collapsed to 1390 vertices (cost: 9.02772e-05)
Collapsed to 1389 vertices (cost: 33.3333)
Collapsed to 1388 vertices (cost: 190.909)
Collapsed to 1387 vertices (cost: 3.43239e-05)
Collapsed to 1386 vertices (cost: 200)
Collapsed to 1385 vertices (cost: 200)
Collapsed to 1384 vertices (cost: 192.308)
Collapsed to 1383 vertices (cost: 200)
Collapsed to 1382 vertices (cost: 80)
Collapsed to 1381 vertices (cost: 200)
Collapsed to 1380 vertices (cost: 166.154)
Collapsed to 1379 vertices (cost: 200)
Collapsed to 1378 vertices (cost: 60)
Collapsed to 1377 vertices (cost: 200)
Collapsed to 1376 vertices (cost: 200)
Collapsed to 1375 vertices (cost: 200)
Collapsed to 1374 vertices (cost: 66.6667)
Collapsed to 1373 vertices (cost: 9.32021e-06)
Collapsed to 1372 vertices (cost: 92.5926)
Collapsed to 1371 vertices (cost: 200)
Collapsed to 1370 vertices (cost: 109.091)
Collapsed to 1369 vertices (cost: 200)
Collapsed to 1368 vertices (cost: 200)
Collapsed to 1367 vertices (cost: 50)
Collapsed to 1366 vertices (cost: 33.3333)
Collapsed to 1365 vertices (cost: 165.6)
Collapsed to 1364 vertices (cost: 6.32659e-05)
Collapsed to 1363 vertices (cost: 1.8662e-08)
Collapsed to 1362 vertices (cost: 3.34613e-05)
Collapsed to 1361 vertices (cost: 133.333)
Collapsed to 1360 vertices (cost: 169.492)
Collapsed to 1359 vertices (cost: 200)
Collapsed to 1358 vertices (cost: 33.3333)
Collapsed to 1357 vertices (cost: 136.585)
Collapsed to 1356 vertices (cost: 200)
Collapsed to 1355 vertices (cost: 200)
Collapsed to 1354 vertices (cost: 200)
Collapsed to 1353 vertices (cost: 63.6364)
Collapsed to 1352 vertices (cost: 188.889)
Collapsed to 1351 vertices (cost: 25.0002)
Collapsed to 1350 vertices (cost: 173.232)
Collapsed to 1349 vertices (cost: 200)
Collapsed to 1348 vertices (cost: 166.667)
Collapsed to 1347 vertices (cost: 200)
Collapsed to 1346 vertices (cost: 40.1639)
Collapsed to 1345 vertices (cost: 200.68)
Collapsed to 1344 vertices (cost: 200.694)
Collapsed to 1343 vertices (cost: 202.817)
Collapsed to 1342 vertices (cost: 204.324)
Collapsed to 1341 vertices (cost: 205.714)
Collapsed to 1340 vertices (cost: 207.042)
Collapsed to 1339 vertices (cost: 207.946)
Collapsed to 1338 vertices (cost: 208.333)
Collapsed to 1337 vertices (cost: 66.9117)
Collapsed to 1336 vertices (cost: 63.1098)
Collapsed to 1335 vertices (cost: 211.012)
Collapsed to 1334 vertices (cost: 211.765)
Collapsed to 1333 vertices (cost: 5.29669e-05)
Collapsed to 1332 vertices (cost: 16.6668)
Collapsed to 1331 vertices (cost: 173.077)
Collapsed to 1330 vertices (cost: 75.5018)
Collapsed to 1329 vertices (cost: 212)
Collapsed to 1328 vertices (cost: 213.333)
Collapsed to 1327 vertices (cost: 4.41176)
Collapsed to 1326 vertices (cost: 214.286)
Collapsed to 1325 vertices (cost: 2.66999e-05)
Collapsed to 1324 vertices (cost: 85.9324)
Collapsed to 1323 vertices (cost: 214.286)
Collapsed to 1322 vertices (cost: 80.0003)
Collapsed to 1321 vertices (cost: 3.04179e-05)
Collapsed to 1320 vertices (cost: 25)
Collapsed to 1319 vertices (cost: 64.5333)
Collapsed to 1318 vertices (cost: 128.033)
Collapsed to 1317 vertices (cost: 59.6496)
Collapsed to 1316 vertices (cost: 215.385)
Collapsed to 1315 vertices (cost: 36.1204)
Collapsed to 1314 vertices (cost: 216)
Collapsed to 1313 vertices (cost: 216.667)
Collapsed to 1312 vertices (cost: 5.44971e-05)
Collapsed to 1311 vertices (cost: 1.7485e-09)
Collapsed to 1310 vertices (cost: 116.178)
Collapsed to 1309 vertices (cost: 216.862)
Collapsed to 1308 vertices (cost: 218.182)
Collapsed to 1307 vertices (cost: 218.182)
Collapsed to 1306 vertices (cost: 164.384)
Collapsed to 1305 vertices (cost: 219.292)
Collapsed to 1304 vertices (cost: 51.3785)
Collapsed to 1303 vertices (cost: 221.052)
Collapsed to 1302 vertices (cost: 222.222)
Collapsed to 1301 vertices (cost: 222.222)
Collapsed to 1300 vertices (cost: 1.77452e-05)
Collapsed to 1299 vertices (cost: 222.222)
Collapsed to 1298 vertices (cost: 195.683)
Collapsed to 1297 vertices (cost: 222.222)
Collapsed to 1296 vertices (cost: 4.82941e-05)
Collapsed to 1295 vertices (cost: 129.64)
Collapsed to 1294 vertices (cost: 165.496)
Collapsed to 1293 vertices (cost: 223.819)
Collapsed to 1292 vertices (cost: 225)
Collapsed to 1291 vertices (cost: 68.4209)
Collapsed to 1290 vertices (cost: 225)
Collapsed to 1289 vertices (cost: 225)
Collapsed to 1288 vertices (cost: 60)
Collapsed to 1287 vertices (cost: 29.0323)
Collapsed to 1286 vertices (cost: 160.369)
Collapsed to 1285 vertices (cost: 225)
Collapsed to 1284 vertices (cost: 180)
Collapsed to 1283 vertices (cost: 225.144)
Collapsed to 1282 vertices (cost: 226.852)
Collapsed to 1281 vertices (cost: 227.335)
Collapsed to 1280 vertices (cost: 227.337)
Collapsed to 1279 vertices (cost: 230)
Collapsed to 1278 vertices (cost: 205.735)
Collapsed to 1277 vertices (cost: 230.769)
Collapsed to 1276 vertices (cost: 187.805)
Collapsed to 1275 vertices (cost: 37.8847)
Collapsed to 1274 vertices (cost: 231.111)
Collapsed to 1273 vertices (cost: 138.889)
Collapsed to 1272 vertices (cost: 224.593)
Collapsed to 1271 vertices (cost: 233.333)
Collapsed to 1270 vertices (cost: 2.05706e-05)
Collapsed to 1269 vertices (cost: 233.333)
Collapsed to 1268 vertices (cost: 233.62)
Collapsed to 1267 vertices (cost: 234.375)
Collapsed to 1266 vertices (cost: 236.735)
Collapsed to 1265 vertices (cost: 238.095)
Collapsed to 1264 vertices (cost: 239.209)
Collapsed to 1263 vertices (cost: 240)
Collapsed to 1262 vertices (cost: 25.3011)
Collapsed to 1261 vertices (cost: 3.55714e-05)
Collapsed to 1260 vertices (cost: 6.17213e-09)
Collapsed to 1259 vertices (cost: 5.47827e-05)
Collapsed to 1258 vertices (cost: 240)
Collapsed to 1257 vertices (cost: 216.358)
Collapsed to 1256 vertices (cost: 240)
Collapsed to 1255 vertices (cost: 240)
Collapsed to 1254 vertices (cost: 13.3333)
Collapsed to 1253 vertices (cost: 240)
Collapsed to 1252 vertices (cost: 105.6)
Collapsed to 1251 vertices (cost: 180)
Collapsed to 1250 vertices (cost: 56.0647)
Collapsed to 1249 vertices (cost: 240)
Collapsed to 1248 vertices (cost: 240)
Collapsed to 1247 vertices (cost: 240.177)
Collapsed to 1246 vertices (cost: 240.935)
Collapsed to 1245 vertices (cost: 242.612)
Collapsed to 1244 vertices (cost: 243.318)
Collapsed to 1243 vertices (cost: 88.6881)
Collapsed to 1242 vertices (cost: 245.079)
Collapsed to 1241 vertices (cost: 245.455)
Collapsed to 1240 vertices (cost: 27.1237)
Collapsed to 1239 vertices (cost: 246.154)
Collapsed to 1238 vertices (cost: 250)
Collapsed to 1237 vertices (cost: 250)
Collapsed to 1236 vertices (cost: 40)
Collapsed to 1235 vertices (cost: 140.871)
Collapsed to 1234 vertices (cost: 250)
Collapsed to 1233 vertices (cost: 250)
Collapsed to 1232 vertices (cost: 250)
Collapsed to 1231 vertices (cost: 150)
Collapsed to 1230 vertices (cost: 133.333)
Collapsed to 1229 vertices (cost: 250)
Collapsed to 1228 vertices (cost: 250.457)
Collapsed to 1227 vertices (cost: 160.564)
Collapsed to 1226 vertices (cost: 252.265)
Collapsed to 1225 vertices (cost: 253.321)
Collapsed to 1224 vertices (cost: 28.8235)
Collapsed to 1223 vertices (cost: 253.846)
Collapsed to 1222 vertices (cost: 5.2489e-06)
Collapsed to 1221 vertices (cost: 1.62266e-08)
Collapsed to 1220 vertices (cost: 253.981)
Collapsed to 1219 vertices (cost: 255)
Collapsed to 1218 vertices (cost: 72.598)
Collapsed to 1217 vertices (cost: 256.711)
Collapsed to 1216 vertices (cost: 24.8012)
Collapsed to 1215 vertices (cost: 247.339)
Collapsed to 1214 vertices (cost: 257.143)
Collapsed to 1213 vertices (cost: 257.143)
Collapsed to 1212 vertices (cost: 3.87359e-05)
Collapsed to 1211 vertices (cost: 8.33321e-05)
Collapsed to 1210 vertices (cost: 8.64799e-09)
Collapsed to 1209 vertices (cost: 3.59048e-05)
Collapsed to 1208 vertices (cost: 224.658)
Collapsed to 1207 vertices (cost: 260.753)
Collapsed to 1206 vertices (cost: 223.945)
Collapsed to 1205 vertices (cost: 262.5)
Collapsed to 1204 vertices (cost: 211.538)
Collapsed to 1203 vertices (cost: 69.3182)
Collapsed to 1202 vertices (cost: 171.429)
Collapsed to 1201 vertices (cost: 262.771)
Collapsed to 1200 vertices (cost: 262.857)
Collapsed to 1199 vertices (cost: 263.636)
Collapsed to 1198 vertices (cost: 263.846)
Collapsed to 1197 vertices (cost: 161.538)
Collapsed to 1196 vertices (cost: 4.41176)
Collapsed to 1195 vertices (cost: 265.714)
Collapsed to 1194 vertices (cost: 235.828)
Collapsed to 1193 vertices (cost: 266.667)
Collapsed to 1192 vertices (cost: 100)
Collapsed to 1191 vertices (cost: 266.667)
Collapsed to 1190 vertices (cost: 5.64789e-05)
Collapsed to 1189 vertices (cost: 3.6302e-05)
Collapsed to 1188 vertices (cost: 1.0939e-05)
Collapsed to 1187 vertices (cost: 1.21033e-05)
Collapsed to 1186 vertices (cost: 5.65115e-05)
Collapsed to 1185 vertices (cost: 4.8804e-05)
Collapsed to 1184 vertices (cost: 75)
Collapsed to 1183 vertices (cost: 17.7966)
Collapsed to 1182 vertices (cost: 163.636)
Collapsed to 1181 vertices (cost: 266.667)
Collapsed to 1180 vertices (cost: 5.32898e-05)
Collapsed to 1179 vertices (cost: 210)
Collapsed to 1178 vertices (cost: 102.326)
Collapsed to 1177 vertices (cost: 147.368)
Collapsed to 1176 vertices (cost: 266.667)
Collapsed to 1175 vertices (cost: 46.7875)
Collapsed to 1174 vertices (cost: 183.418)
Collapsed to 1173 vertices (cost: 266.667)
Collapsed to 1172 vertices (cost: 41.4966)
Collapsed to 1171 vertices (cost: 266.667)
Collapsed to 1170 vertices (cost: 266.667)
Collapsed to 1169 vertices (cost: 208)
Collapsed to 1168 vertices (cost: 2.21947e-05)
Collapsed to 1167 vertices (cost: 0.000122185)
Collapsed to 1166 vertices (cost: 267.403)
Collapsed to 1165 vertices (cost: 271.698)
Collapsed to 1164 vertices (cost: 199.739)
Collapsed to 1163 vertices (cost: 39.4298)
Collapsed to 1162 vertices (cost: 273.546)
Collapsed to 1161 vertices (cost: 56.0857)
Collapsed to 1160 vertices (cost: 275.634)
Collapsed to 1159 vertices (cost: 276.923)
Collapsed to 1158 vertices (cost: 276.923)
Collapsed to 1157 vertices (cost: 7.70146e-09)
Collapsed to 1156 vertices (cost: 277.778)
Collapsed to 1155 vertices (cost: 8.46242e-05)
Collapsed to 1154 vertices (cost: 33.3334)
Collapsed to 1153 vertices (cost: 125)
Collapsed to 1152 vertices (cost: 255)
Collapsed to 1151 vertices (cost: 8.63802)
Collapsed to 1150 vertices (cost: 279.293)
Collapsed to 1149 vertices (cost: 3.67646e-05)
Collapsed to 1148 vertices (cost: 47.0875)
Collapsed to 1147 vertices (cost: 132.911)
Collapsed to 1146 vertices (cost: 280)
Collapsed to 1145 vertices (cost: 101.818)
Collapsed to 1144 vertices (cost: 280)
Collapsed to 1143 vertices (cost: 281.25)
Collapsed to 1142 vertices (cost: 282.563)
Collapsed to 1141 vertices (cost: 282.609)
Collapsed to 1140 vertices (cost: 285.084)
Collapsed to 1139 vertices (cost: 8.47401)
Collapsed to 1138 vertices (cost: 219.265)
Collapsed to 1137 vertices (cost: 285.714)
Collapsed to 1136 vertices (cost: 6.44342e-05)
Collapsed to 1135 vertices (cost: 1.0943e-05)
Collapsed to 1134 vertices (cost: 1.60094e-05)
Collapsed to 1133 vertices (cost: 47.619)
Collapsed to 1132 vertices (cost: 215.385)
Collapsed to 1131 vertices (cost: 246.154)
Collapsed to 1130 vertices (cost: 55.703)
Collapsed to 1129 vertices (cost: 182.496)
Collapsed to 1128 vertices (cost: 285.714)
Collapsed to 1127 vertices (cost: 206.897)
Collapsed to 1126 vertices (cost: 285.777)
Collapsed to 1125 vertices (cost: 286.42)
Collapsed to 1124 vertices (cost: 74.6836)
Collapsed to 1123 vertices (cost: 175.862)
Collapsed to 1122 vertices (cost: 5.79678e-05)
Collapsed to 1121 vertices (cost: 4.9253e-09)
Collapsed to 1120 vertices (cost: 291.667)
Collapsed to 1119 vertices (cost: 291.667)
Collapsed to 1118 vertices (cost: 292.374)
Collapsed to 1117 vertices (cost: 28.264)
Collapsed to 1116 vertices (cost: 293.333)
Collapsed to 1115 vertices (cost: 2.8089e-05)
Collapsed to 1114 vertices (cost: 35.5557)
Collapsed to 1113 vertices (cost: 293.567)
Collapsed to 1112 vertices (cost: 293.671)
Collapsed to 1111 vertices (cost: 295.714)
Collapsed to 1110 vertices (cost: 298.357)
Collapsed to 1109 vertices (cost: 300)
Collapsed to 1108 vertices (cost: 200)
Collapsed to 1107 vertices (cost: 300)
Collapsed to 1106 vertices (cost: 300)
Collapsed to 1105 vertices (cost: 19.0475)
Collapsed to 1104 vertices (cost: 200)
Collapsed to 1103 vertices (cost: 300)
Collapsed to 1102 vertices (cost: 225)
Collapsed to 1101 vertices (cost: 300)
Collapsed to 1100 vertices (cost: 300)
Collapsed to 1099 vertices (cost: 300)
Collapsed to 1098 vertices (cost: 300)
Collapsed to 1097 vertices (cost: 40)
Collapsed to 1096 vertices (cost: 139.13)
Collapsed to 1095 vertices (cost: 300)
Collapsed to 1094 vertices (cost: 3.22627e-05)
Collapsed to 1093 vertices (cost: 55.1724)
Collapsed to 1092 vertices (cost: 5.3711e-05)
Collapsed to 1091 vertices (cost: 301.807)
Collapsed to 1090 vertices (cost: 69.6324)
Collapsed to 1089 vertices (cost: 0.10125)
Collapsed to 1088 vertices (cost: 309.677)
Collapsed to 1087 vertices (cost: 163.288)
Collapsed to 1086 vertices (cost: 310.87)
Collapsed to 1085 vertices (cost: 312.5)
Collapsed to 1084 vertices (cost: 313.896)
Collapsed to 1083 vertices (cost: 77.8367)
Collapsed to 1082 vertices (cost: 214.516)
Collapsed to 1081 vertices (cost: 83.6461)
Collapsed to 1080 vertices (cost: 314.103)
Collapsed to 1079 vertices (cost: 314.286)
Collapsed to 1078 vertices (cost: 318.182)
Collapsed to 1077 vertices (cost: 321.429)
Collapsed to 1076 vertices (cost: 326.586)
Collapsed to 1075 vertices (cost: 202.41)
Collapsed to 1074 vertices (cost: 326.923)
Collapsed to 1073 vertices (cost: 0.000216652)
Collapsed to 1072 vertices (cost: 14.173)
Collapsed to 1071 vertices (cost: 67.4359)
Collapsed to 1070 vertices (cost: 8.53236e-05)
Collapsed to 1069 vertices (cost: 328.425)
Collapsed to 1068 vertices (cost: 328.571)
Collapsed to 1067 vertices (cost: 2.31754)
Collapsed to 1066 vertices (cost: 259.632)
Collapsed to 1065 vertices (cost: 253.37)
Collapsed to 1064 vertices (cost: 330.337)
Collapsed to 1063 vertices (cost: 333.333)
Collapsed to 1062 vertices (cost: 30.3439)
Collapsed to 1061 vertices (cost: 56.398)
Collapsed to 1060 vertices (cost: 300)
Collapsed to 1059 vertices (cost: 333.333)
Collapsed to 1058 vertices (cost: 28.1255)
Collapsed to 1057 vertices (cost: 333.836)
Collapsed to 1056 vertices (cost: 339.13)
Collapsed to 1055 vertices (cost: 3.43051e-05)
Collapsed to 1054 vertices (cost: 113.422)
Collapsed to 1053 vertices (cost: 339.365)
Collapsed to 1052 vertices (cost: 346.94)
Collapsed to 1051 vertices (cost: 348.161)
Collapsed to 1050 vertices (cost: 238.095)
Collapsed to 1049 vertices (cost: 154.645)
Collapsed to 1048 vertices (cost: 25.3601)
Collapsed to 1047 vertices (cost: 349.536)
Collapsed to 1046 vertices (cost: 350)
Collapsed to 1045 vertices (cost: 112.5)
Collapsed to 1044 vertices (cost: 150)
Collapsed to 1043 vertices (cost: 323.077)
Collapsed to 1042 vertices (cost: 15.7895)
Collapsed to 1041 vertices (cost: 71.5279)
Collapsed to 1040 vertices (cost: 317.915)
Collapsed to 1039 vertices (cost: 158.648)
Collapsed to 1038 vertices (cost: 350)
Collapsed to 1037 vertices (cost: 7.84313)
Collapsed to 1036 vertices (cost: 350.877)
Collapsed to 1035 vertices (cost: 353.143)
Collapsed to 1034 vertices (cost: 168.571)
Collapsed to 1033 vertices (cost: 357.333)
Collapsed to 1032 vertices (cost: 357.895)
Collapsed to 1031 vertices (cost: 358.004)
Collapsed to 1030 vertices (cost: 358.127)
Collapsed to 1029 vertices (cost: 41.4334)
Collapsed to 1028 vertices (cost: 240.593)
Collapsed to 1027 vertices (cost: 360)
Collapsed to 1026 vertices (cost: 360)
Collapsed to 1025 vertices (cost: 23.0769)
Collapsed to 1024 vertices (cost: 162.863)
Collapsed to 1023 vertices (cost: 360)
Collapsed to 1022 vertices (cost: 360.543)
Collapsed to 1021 vertices (cost: 360.654)
Collapsed to 1020 vertices (cost: 361.111)
Collapsed to 1019 vertices (cost: 361.794)
Collapsed to 1018 vertices (cost: 363.158)
Collapsed to 1017 vertices (cost: 5.35461e-06)
Collapsed to 1016 vertices (cost: 357.895)
Collapsed to 1015 vertices (cost: 28.5265)
Collapsed to 1014 vertices (cost: 364.833)
Collapsed to 1013 vertices (cost: 365.297)
Collapsed to 1012 vertices (cost: 266.593)
Collapsed to 1011 vertices (cost: 366.667)
Collapsed to 1010 vertices (cost: 343.75)
Collapsed to 1009 vertices (cost: 368.182)
Collapsed to 1008 vertices (cost: 6.86584e-05)
Collapsed to 1007 vertices (cost: 369.231)
Collapsed to 1006 vertices (cost: 2.80004e-05)
Collapsed to 1005 vertices (cost: 370.588)
Collapsed to 1004 vertices (cost: 344.551)
Collapsed to 1003 vertices (cost: 373.333)
Collapsed to 1002 vertices (cost: 3.16999e-06)
Collapsed to 1001 vertices (cost: 103.279)
Collapsed to 1000 vertices (cost: 0.000101548)
Collapsed to 999 vertices (cost: 115.885)
Collapsed to 998 vertices (cost: 375)
Collapsed to 997 vertices (cost: 6.38796)
Collapsed to 996 vertices (cost: 125.345)
Collapsed to 995 vertices (cost: 376.923)
Collapsed to 994 vertices (cost: 280.279)
Collapsed to 993 vertices (cost: 378.261)
Collapsed to 992 vertices (cost: 47.561)
Collapsed to 991 vertices (cost: 378.355)
Collapsed to 990 vertices (cost: 31.9269)
Collapsed to 989 vertices (cost: 382.313)
Collapsed to 988 vertices (cost: 245.518)
Collapsed to 987 vertices (cost: 384)
Collapsed to 986 vertices (cost: 4.14286)
Collapsed to 985 vertices (cost: 388.889)
Collapsed to 984 vertices (cost: 29.6296)
Collapsed to 983 vertices (cost: 389.153)
Collapsed to 982 vertices (cost: 395.381)
Collapsed to 981 vertices (cost: 396.082)
Collapsed to 980 vertices (cost: 398.127)
Collapsed to 979 vertices (cost: 64.1185)
Collapsed to 978 vertices (cost: 399.615)
Collapsed to 977 vertices (cost: 400)
Collapsed to 976 vertices (cost: 46.1538)
Collapsed to 975 vertices (cost: 302.885)
Collapsed to 974 vertices (cost: 295.162)
Collapsed to 973 vertices (cost: 400)
Collapsed to 972 vertices (cost: 371.429)
Collapsed to 971 vertices (cost: 0.0279152)
Collapsed to 970 vertices (cost: 282.136)
Collapsed to 969 vertices (cost: 400)
Collapsed to 968 vertices (cost: 44.4444)
Collapsed to 967 vertices (cost: 102.703)
Collapsed to 966 vertices (cost: 102.117)
Collapsed to 965 vertices (cost: 400)
Collapsed to 964 vertices (cost: 100)
Collapsed to 963 vertices (cost: 270.968)
Collapsed to 962 vertices (cost: 6.64848e-05)
Collapsed to 961 vertices (cost: 120)
Collapsed to 960 vertices (cost: 400)
Collapsed to 959 vertices (cost: 80)
Collapsed to 958 vertices (cost: 150)
Collapsed to 957 vertices (cost: 43.75)
Collapsed to 956 vertices (cost: 400)
Collapsed to 955 vertices (cost: 133.333)
Collapsed to 954 vertices (cost: 6.90863e-05)
Collapsed to 953 vertices (cost: 88.8888)
Collapsed to 952 vertices (cost: 160)
Collapsed to 951 vertices (cost: 409.091)
Collapsed to 950 vertices (cost: 412.35)
Collapsed to 949 vertices (cost: 412.5)
Collapsed to 948 vertices (cost: 67.5)
Collapsed to 947 vertices (cost: 102.994)
Collapsed to 946 vertices (cost: 412.85)
Collapsed to 945 vertices (cost: 415.378)
Collapsed to 944 vertices (cost: 417.376)
Collapsed to 943 vertices (cost: 418.509)
Collapsed to 942 vertices (cost: 420)
Collapsed to 941 vertices (cost: 420.907)
Collapsed to 940 vertices (cost: 400.172)
Collapsed to 939 vertices (cost: 143.383)
Collapsed to 938 vertices (cost: 420.988)
Collapsed to 937 vertices (cost: 424.863)
Collapsed to 936 vertices (cost: 426.087)
Collapsed to 935 vertices (cost: 432.063)
Collapsed to 934 vertices (cost: 432.117)
Collapsed to 933 vertices (cost: 212.844)
Collapsed to 932 vertices (cost: 432.143)
Collapsed to 931 vertices (cost: 211.181)
Collapsed to 930 vertices (cost: 51.7054)
Collapsed to 929 vertices (cost: 441.567)
Collapsed to 928 vertices (cost: 442.553)
Collapsed to 927 vertices (cost: 442.95)
Collapsed to 926 vertices (cost: 1.57145e-06)
Collapsed to 925 vertices (cost: 400)
Collapsed to 924 vertices (cost: 9.18969e-05)
Collapsed to 923 vertices (cost: 449.51)
Collapsed to 922 vertices (cost: 250.46)
Collapsed to 921 vertices (cost: 371.459)
Collapsed to 920 vertices (cost: 262.469)
Collapsed to 919 vertices (cost: 450)
Collapsed to 918 vertices (cost: 278.571)
Collapsed to 917 vertices (cost: 1.04757e-06)
Collapsed to 916 vertices (cost: 41.6666)
Collapsed to 915 vertices (cost: 450)
Collapsed to 914 vertices (cost: 451.389)
Collapsed to 913 vertices (cost: 1.10595e-07)
Collapsed to 912 vertices (cost: 2.95181)
Collapsed to 911 vertices (cost: 455)
Collapsed to 910 vertices (cost: 458.491)
Collapsed to 909 vertices (cost: 3.62401e-05)
Collapsed to 908 vertices (cost: 7.24755e-05)
Collapsed to 907 vertices (cost: 145.001)
Collapsed to 906 vertices (cost: 414.223)
Collapsed to 905 vertices (cost: 459.063)
Collapsed to 904 vertices (cost: 208.002)
Collapsed to 903 vertices (cost: 460)
Collapsed to 902 vertices (cost: 464.901)
Collapsed to 901 vertices (cost: 53.2394)
Collapsed to 900 vertices (cost: 466.805)
Collapsed to 899 vertices (cost: 25.9053)
Collapsed to 898 vertices (cost: 471.681)
Collapsed to 897 vertices (cost: 471.783)
Collapsed to 896 vertices (cost: 471.795)
Collapsed to 895 vertices (cost: 70.0172)
Collapsed to 894 vertices (cost: 448.804)
Collapsed to 893 vertices (cost: 411.7)
Collapsed to 892 vertices (cost: 473.684)
Collapsed to 891 vertices (cost: 119.205)
Collapsed to 890 vertices (cost: 246.911)
Collapsed to 889 vertices (cost: 478.049)
Collapsed to 888 vertices (cost: 65.3088)
Collapsed to 887 vertices (cost: 1.60977e-05)
Collapsed to 886 vertices (cost: 357.033)
Collapsed to 885 vertices (cost: 380.53)
Collapsed to 884 vertices (cost: 4.21378e-05)
Collapsed to 883 vertices (cost: 479.767)
Collapsed to 882 vertices (cost: 66.6667)
Collapsed to 881 vertices (cost: 1.24184e-05)
Collapsed to 880 vertices (cost: 201.693)
Collapsed to 879 vertices (cost: 140.055)
Collapsed to 878 vertices (cost: 428.868)
Collapsed to 877 vertices (cost: 158.952)
Collapsed to 876 vertices (cost: 480)
Collapsed to 875 vertices (cost: 459.474)
Collapsed to 874 vertices (cost: 480)
Collapsed to 873 vertices (cost: 49.9999)
Collapsed to 872 vertices (cost: 480.597)
Collapsed to 871 vertices (cost: 27.1288)
Collapsed to 870 vertices (cost: 473.027)
Collapsed to 869 vertices (cost: 485.714)
Collapsed to 868 vertices (cost: 0.000102124)
Collapsed to 867 vertices (cost: 67.1233)
Collapsed to 866 vertices (cost: 489.474)
Collapsed to 865 vertices (cost: 332.265)
Collapsed to 864 vertices (cost: 492.308)
Collapsed to 863 vertices (cost: 495.919)
Collapsed to 862 vertices (cost: 109.799)
Collapsed to 861 vertices (cost: 497.074)
Collapsed to 860 vertices (cost: 497.925)
Collapsed to 859 vertices (cost: 14.4594)
Collapsed to 858 vertices (cost: 500)
Collapsed to 857 vertices (cost: 192.057)
Collapsed to 856 vertices (cost: 500)
Collapsed to 855 vertices (cost: 41.1027)
Collapsed to 854 vertices (cost: 500)
Collapsed to 853 vertices (cost: 1.58003e-05)
Collapsed to 852 vertices (cost: 200)
Collapsed to 851 vertices (cost: 409.044)
Collapsed to 850 vertices (cost: 500)
Collapsed to 849 vertices (cost: 500)
Collapsed to 848 vertices (cost: 200)
Collapsed to 847 vertices (cost: 500)
Collapsed to 846 vertices (cost: 163.636)
Collapsed to 845 vertices (cost: 102.797)
Collapsed to 844 vertices (cost: 191.736)
Collapsed to 843 vertices (cost: 2.08948e-08)
Collapsed to 842 vertices (cost: 361.773)
Collapsed to 841 vertices (cost: 500)
Collapsed to 840 vertices (cost: 500)
Collapsed to 839 vertices (cost: 22.2222)
Collapsed to 838 vertices (cost: 501.78)
Collapsed to 837 vertices (cost: 467.27)
Collapsed to 836 vertices (cost: 283.677)
Collapsed to 835 vertices (cost: 503.292)
Collapsed to 834 vertices (cost: 68.2841)
Collapsed to 833 vertices (cost: 506.667)
Collapsed to 832 vertices (cost: 507.692)
Collapsed to 831 vertices (cost: 400)
Collapsed to 830 vertices (cost: 345.897)
Collapsed to 829 vertices (cost: 511.131)
Collapsed to 828 vertices (cost: 48.6349)
Collapsed to 827 vertices (cost: 301.488)
Collapsed to 826 vertices (cost: 514.098)
Collapsed to 825 vertices (cost: 500.074)
Collapsed to 824 vertices (cost: 514.286)
Collapsed to 823 vertices (cost: 248.303)
Collapsed to 822 vertices (cost: 516.255)
Collapsed to 821 vertices (cost: 521.403)
Collapsed to 820 vertices (cost: 523.81)
Collapsed to 819 vertices (cost: 52.3499)
Collapsed to 818 vertices (cost: 525.369)
Collapsed to 817 vertices (cost: 337.833)
Collapsed to 816 vertices (cost: 169.065)
Collapsed to 815 vertices (cost: 530.233)
Collapsed to 814 vertices (cost: 533.333)
Collapsed to 813 vertices (cost: 222.93)
Collapsed to 812 vertices (cost: 533.333)
Collapsed to 811 vertices (cost: 130.769)
Collapsed to 810 vertices (cost: 533.725)
Collapsed to 809 vertices (cost: 1.4106e-05)
Collapsed to 808 vertices (cost: 2.82176e-05)
Collapsed to 807 vertices (cost: 4.37347e-10)
Collapsed to 806 vertices (cost: 376.996)
Collapsed to 805 vertices (cost: 94.4864)
Collapsed to 804 vertices (cost: 542.193)
Collapsed to 803 vertices (cost: 493.142)
Collapsed to 802 vertices (cost: 545.243)
Collapsed to 801 vertices (cost: 545.463)
Collapsed to 800 vertices (cost: 547.146)
Collapsed to 799 vertices (cost: 57.0147)
Collapsed to 798 vertices (cost: 548.571)
Collapsed to 797 vertices (cost: 178.571)
Collapsed to 796 vertices (cost: 550)
Collapsed to 795 vertices (cost: 16.3636)
Collapsed to 794 vertices (cost: 553.759)
