Using hybrid two-pass approach
APSC: Starting from 1500 to 198
Collapsed to 1256 vertices (cost: 57.1429)
Collapsed to 1255 vertices (cost: 6.66675)
Collapsed to 1254 vertices (cost: 12.8574)
Collapsed to 1253 vertices (cost: 57.1429)
Collapsed to 1252 vertices (cost: 59.2596)
Collapsed to 1251 vertices (cost: 60)
Collapsed to 1250 vertices (cost: 60)
Collapsed to 1249 vertices (cost: 60)
Collapsed to 1248 vertices (cost: 62.5)
Collapsed to 1247 vertices (cost: 62.5002)
Collapsed to 1246 vertices (cost: 63.6364)
Collapsed to 1245 vertices (cost: 64.935)
Collapsed to 1244 vertices (cost: 66.6664)
Collapsed to 1243 vertices (cost: 2.71577e-05)
Collapsed to 1242 vertices (cost: 3.10795e-09)
Collapsed to 1241 vertices (cost: 66.6666)
Collapsed to 1240 vertices (cost: 66.6667)
Collapsed to 1239 vertices (cost: 50)
Collapsed to 1238 vertices (cost: 66.6667)
Collapsed to 1237 vertices (cost: 3.74314e-05)
Collapsed to 1236 vertices (cost: 2.71783e-05)
Collapsed to 1235 vertices (cost: 66.6667)
Collapsed to 1234 vertices (cost: 0.000253924)
Collapsed to 1233 vertices (cost: 1.91969e-06)
Collapsed to 1232 vertices (cost: 5.4132e-05)
Collapsed to 1231 vertices (cost: 66.6667)
Collapsed to 1230 vertices (cost: 1.23649e-05)
Collapsed to 1229 vertices (cost: 66.6667)
Collapsed to 1228 vertices (cost: 3.22548e-06)
Collapsed to 1227 vertices (cost: 66.6667)
Collapsed to 1226 vertices (cost: 5.32251e-05)
Collapsed to 1225 vertices (cost: 50)
Collapsed to 1224 vertices (cost: 66.6667)
Collapsed to 1223 vertices (cost: 4.38699e-05)
Collapsed to 1222 vertices (cost: 66.6667)
Collapsed to 1221 vertices (cost: 1.57394e-05)
Collapsed to 1220 vertices (cost: 60)
Collapsed to 1219 vertices (cost: 66.6667)
Collapsed to 1218 vertices (cost: 1.04774e-08)
Collapsed to 1217 vertices (cost: 1.04774e-08)
Collapsed to 1216 vertices (cost: 1.25798e-05)
Collapsed to 1215 vertices (cost: 5.17175e-05)
Collapsed to 1214 vertices (cost: 66.6667)
Collapsed to 1213 vertices (cost: 25)
Collapsed to 1212 vertices (cost: 1.77474e-05)
Collapsed to 1211 vertices (cost: 66.6667)
Collapsed to 1210 vertices (cost: 1.58127e-05)
Collapsed to 1209 vertices (cost: 1.58139e-05)
Collapsed to 1208 vertices (cost: 66.6667)
Collapsed to 1207 vertices (cost: 3.7438e-05)
Collapsed to 1206 vertices (cost: 2.77943e-09)
Collapsed to 1205 vertices (cost: 47.3685)
Collapsed to 1204 vertices (cost: 58.5812)
Collapsed to 1203 vertices (cost: 25.9809)
Collapsed to 1202 vertices (cost: 66.6667)
Collapsed to 1201 vertices (cost: 6.89854e-05)
Collapsed to 1200 vertices (cost: 3.48932e-05)
Collapsed to 1199 vertices (cost: 50)
Collapsed to 1198 vertices (cost: 4.86511e-05)
Collapsed to 1197 vertices (cost: 66.6667)
Collapsed to 1196 vertices (cost: 50)
Collapsed to 1195 vertices (cost: 66.6667)
Collapsed to 1194 vertices (cost: 5.64304e-05)
Collapsed to 1193 vertices (cost: 66.6667)
Collapsed to 1192 vertices (cost: 3.1502e-06)
Collapsed to 1191 vertices (cost: 3.15563e-06)
Collapsed to 1190 vertices (cost: 2.96743e-05)
Collapsed to 1189 vertices (cost: 40)
Collapsed to 1188 vertices (cost: 66.6667)
